date,trades_count,total_volume,avg_size,total_pnl,avg_pnl,profitable_trades,classification
2024-02-12,270,585243.56,2167.568740740741,18489.604313,68.48001597407408,110,Greed
2024-03-01,67,394499.36,5888.050149253731,866.015507,12.925604582089552,28,Extreme Greed
2024-03-02,56,603820.0,10782.5,223.30918699999998,3.9876640535714283,6,Extreme Greed
2024-03-03,79,390745.68,4946.1478481012655,8361.086245,105.83653474683545,54,Extreme Greed
2024-03-04,4,16887.57,4221.8925,126.7884,31.6971,1,Extreme Greed
2024-03-05,36,282682.64999999997,7852.295833333333,5306.017045,147.3893623611111,17,Extreme Greed
2024-03-06,70,21466.86,306.66942857142857,562.808208,8.040117257142859,44,Extreme Greed
2024-03-07,18,179600.66,9977.814444444444,1118.387284,62.132626888888886,4,Extreme Greed
2024-03-08,37,290532.86,7852.239459459459,464.1897,12.545667567567568,1,Extreme Greed
2024-03-10,9,132935.69,14770.632222222222,100.375782,11.152864666666666,3,Extreme Greed
2024-03-11,6,129055.66,21509.27666666667,0.0,0.0,0,Extreme Greed
2024-03-12,374,1084666.53,2900.177887700535,23576.539285,63.03887509358289,161,Extreme Greed
2024-04-01,5,99792.54000000001,19958.508,-67.60364,-13.520728,0,Extreme Greed
2024-04-02,35,203187.53,5805.358,47.62389499999999,1.360682714285714,9,Extreme Greed
2024-04-03,300,1577996.87,5259.989566666667,27799.775742,92.66591914,266,Greed
2024-04-04,32,95987.73,2999.6165625,0.0,0.0,0,Greed
2024-04-05,9,58998.75,6555.416666666667,0.0,0.0,0,Extreme Greed
2024-04-06,53,24243.41,457.42283018867926,52.211438,0.9851214716981133,25,Extreme Greed
2024-04-07,25,430568.01,17222.720400000002,0.0,0.0,0,Extreme Greed
2024-04-08,127,1207744.07,9509.795826771655,-122672.000883,-965.9212667952756,3,Extreme Greed
2024-04-09,34,131480.97,3867.0873529411765,1065.785132,31.346621529411763,5,Extreme Greed
2024-04-10,1,0.34,0.34,0.0,0.0,0,Extreme Greed
2024-04-11,36,451811.97,12550.332499999999,2799.410474,77.76140205555555,23,Extreme Greed
2024-04-12,319,769287.65,2411.5600313479626,292891.815021,918.1561599404388,148,Extreme Greed
2024-05-01,66,1703942.66,25817.31303030303,164.141565,2.486993409090909,13,Neutral
2024-05-02,72,770198.26,10697.198055555556,-33.45419400000003,-0.4646415833333337,14,Fear
2024-05-03,180,841810.32,4676.724,19791.026041,109.95014467222222,163,Neutral
2024-05-04,100,503791.8,5037.918,10706.484306,107.06484306,90,Greed
2024-05-05,6,24068.350000000002,4011.391666666667,0.916,0.15266666666666667,1,Greed
2024-05-06,54,25350.77,469.4587037037037,56.055506,1.038064925925926,16,Greed
2024-05-07,32,272289.89,8509.0590625,0.0,0.0,0,Greed
2024-05-08,80,420495.4,5256.1925,-13013.665169,-162.6708146125,33,Greed
2024-05-09,1,0.84,0.84,0.0,0.0,0,Greed
2024-05-10,37,605605.74,16367.722702702702,5767.161892,155.86924032432432,24,Greed
2024-05-11,10,200627.23,20062.723,678.4759280000001,67.8475928,5,Neutral
2024-05-12,456,1256750.79,2756.0324342105264,71574.11848800001,156.96078615789474,193,Greed
2024-06-01,22,298521.4,13569.154545454547,135.58166400000002,6.16280290909091,10,Greed
2024-06-02,1088,8047153.41,7396.280707720588,-215.615907,-0.19817638511029412,179,Greed
2024-06-03,82,327218.02,3990.4636585365856,6814.825139,83.10762364634145,72,Greed
2024-06-04,16,68223.67,4263.979375,236.33513399999998,14.770945874999999,4,Greed
2024-06-05,9,206016.43,22890.714444444442,968.59038,107.62115333333333,4,Extreme Greed
2024-06-06,234,137557.76,587.8536752136753,274.173187,1.1716802863247862,100,Extreme Greed
2024-06-07,24,2490.17,103.75708333333334,108.87217799999999,4.53634075,7,Extreme Greed
2024-06-08,107,61478.38,574.5642990654205,267.318048,2.4982995140186914,13,Greed
2024-06-09,42,39047.1,929.6928571428571,-1104.856765,-26.306113452380952,0,Extreme Greed
2024-06-10,22,300130.56,13642.298181818182,130.487079,5.9312308636363635,5,Greed
2024-06-11,15,123906.9,8260.46,2817.83723,187.85581533333334,7,Greed
2024-06-12,403,3471019.22,8612.950918114144,-92624.643895,-229.83782604218362,94,Greed
2024-07-01,97,1048850.06,10812.887216494846,-835.681235,-8.615270463917525,9,Neutral
2024-07-02,15,6758.73,450.582,241.24212,16.082808,2,Neutral
2024-07-04,23,49988.14,2173.397391304348,0.0,0.0,0,Fear
2024-07-05,18,108717.58,6039.865555555556,883.537693,49.08542738888889,9,Fear
2024-07-06,440,1098588.76,2496.7926363636366,8902.467416,20.23288049090909,176,Fear
2024-07-07,10,498.75,49.875,61.428942,6.1428942,10,Fear
2024-07-08,33,2492.77,75.53848484848484,188.789255,5.720886515151515,10,Fear
2024-07-10,21,219984.65,10475.459523809524,0.0,0.0,0,Fear
2024-07-11,113,111335.3,985.2681415929204,4493.353136,39.764187044247784,60,Fear
2024-07-12,304,451733.42,1485.965197368421,85906.279067,282.5864442993421,131,Fear
2024-08-01,128,1522452.43,11894.159609375,-269.874439,-2.1083940546875,32,Neutral
2024-08-02,10,26051.12,2605.112,770.756024,77.07560240000001,4,Greed
2024-08-03,67,183583.18,2740.047462686567,4271.886236,63.7594960597015,59,Fear
2024-08-04,30,211940.64,7064.688,1218.4267,40.614223333333335,1,Fear
2024-08-05,13,65973.57,5074.89,1.56576,0.12044307692307693,1,Fear
2024-08-06,29,97351.88,3356.961379310345,129.13883900000002,4.453063413793104,8,Extreme Fear
2024-08-07,1,497.64,497.64,0.0,0.0,0,Fear
2024-08-08,9,16299.35,1811.038888888889,-40.712216999999995,-4.5235796666666666,0,Extreme Fear
2024-08-09,1,0.11,0.11,0.0,0.0,0,Neutral
2024-08-10,36,434584.13,12071.781388888889,5396.546638,149.90407327777777,33,Fear
2024-08-11,39,270700.44,6941.036923076923,-64.41354100000007,-1.6516292564102582,6,Fear
2024-08-12,420,932939.72,2221.2850476190474,15965.933436,38.014127228571425,152,Fear
2024-09-01,70,870051.97,12429.313857142857,-826.349863,-11.804998042857143,18,Fear
2024-09-03,117,658178.75,5625.459401709401,9949.501624,85.03847541880343,97,Fear
2024-09-04,3,57063.840000000004,19021.280000000002,0.0,0.0,0,Fear
2024-09-05,28,221966.12,7927.361428571428,1147.595856,40.985566285714285,11,Fear
2024-09-06,17,22410.22,1318.2482352941176,0.0,0.0,0,Extreme Fear
2024-09-07,15,2736.45,182.42999999999998,648.984412,43.265627466666665,15,Extreme Fear
2024-09-08,144,503204.86,3494.4781944444444,18082.071276,125.56993941666666,43,Fear
2024-09-09,2,4014.4300000000003,2007.2150000000001,0.0,0.0,0,Fear
2024-09-10,14,220399.93,15742.852142857142,396.06272,28.290194285714286,3,Fear
2024-09-11,86,193384.41,2248.655930232558,102.90894,1.196615581395349,19,Fear
2024-09-12,539,983949.68,1825.5096103896105,6310.967676,11.708659881261596,172,Fear
2024-10-01,193,2057479.48,10660.515440414507,-1517.091342,-7.860576901554404,41,Neutral
2024-10-03,42,219973.85,5237.472619047619,2482.9272,59.117314285714286,29,Fear
2024-10-04,41,351735.97,8578.926097560974,5207.443414,127.01081497560976,36,Fear
2024-10-05,22,156882.0,7131.0,2101.741695,95.53371340909092,6,Neutral
2024-10-06,53,46587.93,879.0175471698113,31.266804999999998,0.589939716981132,18,Neutral
2024-10-07,56,687900.21,12283.93232142857,11977.734907,213.88812333928573,38,Neutral
2024-10-08,88,11339.29,128.8555681818182,0.0,0.0,0,Neutral
2024-10-09,3,2547.28,849.0933333333334,-219.729659,-73.24321966666666,0,Neutral
2024-10-10,16,300024.33999999997,18751.521249999998,0.0,0.0,0,Fear
2024-10-11,173,413636.7,2390.963583815029,991.114334,5.728984589595376,51,Fear
2024-10-12,1596,3150424.08,1973.94992481203,39325.770231,24.640206911654136,937,Neutral
2024-11-01,21,305314.1,14538.766666666666,-164.08950099999998,-7.813785761904761,5,Extreme Greed
2024-11-02,34,212311.82,6244.465294117647,983.443176,28.924799294117648,7,Greed
2024-11-03,42,176519.44999999998,4202.844047619047,3588.179495,85.43284511904761,39,Greed
2024-11-04,16,76400.96,4775.06,389.743164,24.35894775,2,Greed
2024-11-05,9,63248.95,7027.661111111111,251.604742,27.956082444444444,9,Greed
2024-11-06,123,373279.92,3034.7960975609753,4320.631811,35.12708789430894,17,Greed
2024-11-07,19,169887.02,8941.422105263156,1876.812082,98.77958326315789,9,Extreme Greed
2024-11-08,24,44230.21,1842.9254166666667,847.7766200000001,35.32402583333334,4,Extreme Greed
2024-11-09,1,0.54,0.54,0.0,0.0,0,Extreme Greed
2024-11-10,26,488904.19,18804.007307692307,8885.327477,341.74336450000004,18,Extreme Greed
2024-11-11,373,1570572.42,4210.649919571046,6749.630996,18.09552545844504,92,Extreme Greed
2024-11-12,1221,2194098.33,1796.9683292383293,319051.554217,261.30348420720725,870,Extreme Greed
2024-12-01,7,200082.27,28583.181428571428,-1925.519024,-275.0741462857143,0,Extreme Greed
2024-12-02,16,227247.69999999998,14202.981249999999,913.8817869999998,57.11761168749999,6,Extreme Greed
2024-12-03,8,103040.85,12880.10625,3039.166,379.89575,7,Extreme Greed
2024-12-04,129,442088.59,3427.0433333333335,-592.6458390000001,-4.594153790697676,71,Extreme Greed
2024-12-05,23,55179.56,2399.111304347826,0.0,0.0,0,Extreme Greed
2024-12-06,254,193407.96,761.4486614173228,-21886.531493,-86.16744682283463,21,Greed
2024-12-07,19,89582.97,4714.893157894737,1412.314654,74.33235021052631,9,Extreme Greed
2024-12-08,48,54167.32,1128.4858333333334,858.6705000000001,17.88896875,6,Extreme Greed
2024-12-10,10,159713.4,15971.34,541.55471,54.155471,7,Extreme Greed
2024-12-11,171,1226354.52,7171.663859649123,3494.399394,20.435084175438597,34,Greed
2024-12-12,1932,4557189.87,2358.7939285714288,599151.795008,310.1199767122153,1352,Extreme Greed
2025-01-01,96,282582.1,2943.5635416666664,-9528.065345,-99.25068067708334,29,Greed
2025-01-02,634,1363746.44,2151.019621451104,32300.205017,50.946695610410096,378,Greed
2025-01-03,174,263824.13,1516.230632183908,10596.108968,60.897177977011495,78,Greed
2025-01-04,192,704445.1900000001,3668.9853645833336,-2202.6622420000003,-11.472199177083334,88,Greed
2025-01-05,1230,10720240.52,8715.642699186992,54536.829297000004,44.338885607317074,530,Greed
2025-02-01,361,774674.84,2145.9136842105263,8716.519087,24.145482235457067,165,Greed
2025-02-02,1319,5661092.29,4291.957763457164,162854.759623,123.46835452843062,473,Greed
2025-02-03,532,6460848.74,12144.452518796992,66914.320708,125.77879832330827,267,Fear
2025-02-04,1076,3867930.6,3594.7310408921935,202212.740938,187.930056633829,963,Greed
2025-03-01,508,771208.99,1518.1279330708662,6028.486793,11.867099986220472,138,Extreme Fear
2025-03-02,2380,22592901.37,9492.815701680673,348871.326269,146.58459086932774,1103,Fear
2025-03-03,1482,8244590.38,5563.151403508772,616413.032233,415.9332201302294,912,Fear
2025-03-04,1748,8670233.15,4960.087614416476,-2365.961276,-1.353524757437071,520,Extreme Fear
2025-04-01,371,1826029.6199999999,4921.912722371967,2553.537968,6.882851665768194,75,Fear
2025-04-02,2512,15678409.27,6241.404964171974,416876.88812,165.9541752070064,695,Fear
2025-04-03,2402,11124247.15,4631.24360949209,182075.566585,75.80165136761032,609,Fear
2025-04-04,1272,3835545.73,3015.3661399371067,-25515.678949999998,-20.05949602987421,493,Fear
2025-05-01,239,451943.57,1890.977280334728,3187.719363,13.337737920502093,100,Neutral
2025-05-02,1297,8743231.51,6741.1191287586735,56706.235562,43.721075992289904,417,Greed
2025-05-03,1660,9193654.22,5538.345915662651,269328.365917,162.24600356445782,1259,
2025-05-04,360,1267564.22,3521.011722222222,35907.33771,99.74260475,209,
2025-06-01,573,556526.99,971.2512914485166,6064.185393,10.583220581151831,89,
2025-06-02,1703,2818508.87,1655.0257604227834,33803.799733,19.84955944392249,785,
2025-06-03,760,6765324.96,8901.743368421052,16101.125561,21.18569152763158,365,
2025-06-04,1048,3551252.06,3388.59929389313,47053.449272,44.89832945801527,332,
2025-07-01,637,1313178.1,2061.504081632653,16098.227531,25.271942748822607,485,
2025-07-02,1524,3460263.54,2270.5141338582675,22450.002091,14.730972500656167,430,
2025-07-03,2552,19854275.48,7779.888510971787,150236.061627,58.86993010462382,1333,
2025-07-04,2814,14460253.14,5138.682707889126,34527.370305,12.269854408315563,673,
2025-08-01,1039,3177275.18,3058.0126852743024,130117.090554,125.23300342059672,386,
2025-08-02,575,839734.97,1460.4086434782607,586.703253,1.0203534834782608,110,
2025-08-03,529,892083.51,1686.3582419659735,24700.773359,46.69333338185255,301,
2025-08-04,943,8869391.4,9405.505196182397,34899.394798,37.00890222481442,386,
2025-09-01,522,1020733.25,1955.427681992337,46975.928902,89.99220096168582,145,
2025-09-02,764,2920919.7,3823.19332460733,150551.829492,197.05736844502616,329,
2025-09-03,1422,10419697.99,7327.495070323488,19773.457395,13.905384947257385,627,
2025-09-04,3967,28556806.47,7198.589984875221,43120.444797,10.86978694151752,1708,
2025-10-01,819,6547449.68,7994.444053724053,-10116.875552,-12.352717401709402,432,
2025-10-02,889,3624958.44,4077.5685489313837,63908.49465,71.88807047244094,425,
2025-10-03,2911,16811790.68,5775.263029886637,-10010.027269999999,-3.438690233596702,1157,
2025-10-04,2127,28741953.29,13512.90704748472,158261.822261,74.40612236060178,1125,
2025-11-01,283,1658098.71,5859.006042402827,2269.080536,8.017952424028268,69,
2025-11-02,848,2797544.17,3298.990766509434,-6093.784817,-7.186067001179245,185,
2025-11-03,3286,14016952.09,4265.657970176507,-76880.729036,-23.3964482763238,616,
2025-11-04,1096,11319327.07,10327.853166058394,126406.479081,115.33437872354014,368,
2025-12-01,602,2258459.17,3751.59330564784,5742.241803,9.538607646179402,472,
2025-12-02,1031,4143974.54,4019.3739476236665,19848.635032,19.251828353055284,477,
2025-12-03,3968,18618139.15,4692.071358366935,288105.984215,72.60735489289314,2240,
2025-12-04,2109,55914617.49,26512.383826458037,410419.694533,194.60393292223802,574,
